Customer ID,Age,Gender,Review Rating,Subscription Status,Product_ID
Cu174,25,Male,3.4,Yes,PR174
Cu175,41,Male,3.5,Yes,PR175
Cu176,53,Male,2.8,Yes,PR176
Cu177,53,Male,2.7,Yes,PR177
Cu178,21,Male,3.7,Yes,PR178
Cu179,61,Male,4.3,Yes,PR179
Cu180,64,Male,4.9,Yes,PR180
Cu181,51,Male,3.3,Yes,PR181
Cu182,32,Male,4.7,Yes,PR182
Cu183,38,Male,2.8,Yes,PR183
Cu184,58,Male,3.6,Yes,PR184
Cu185,32,Male,3,Yes,PR185
Cu186,46,Male,4.5,Yes,PR186
Cu187,39,Male,2.9,Yes,PR187
Cu188,19,Male,3.3,Yes,PR188
Cu189,50,Male,3.1,Yes,PR189
Cu190,36,Male,4.4,Yes,PR190
Cu191,65,Male,3,Yes,PR191
Cu192,64,Male,3.9,Yes,PR192
Cu193,46,Male,2.9,Yes,PR193
Cu194,36,Male,3,Yes,PR194
Cu195,51,Male,3.1,Yes,PR195
Cu196,51,Male,4.3,Yes,PR196
Cu197,38,Male,3.9,Yes,PR197
Cu198,59,Male,3.2,Yes,PR198
Cu199,57,Male,4.8,Yes,PR199
Cu200,54,Male,3.8,Yes,PR200
Cu201,25,Male,3.3,Yes,PR201
Cu202,69,Male,4.3,Yes,PR202
Cu203,57,Male,2.7,Yes,PR203
Cu204,70,Male,3.2,Yes,PR204
Cu205,24,Male,4,Yes,PR205
Cu206,67,Male,3,Yes,PR206
Cu207,24,Male,4.2,Yes,PR207
Cu208,62,Male,2.9,Yes,PR208
Cu209,57,Male,4.1,Yes,PR209
Cu210,55,Male,3.2,Yes,PR210
Cu211,45,Male,3,Yes,PR211
Cu212,69,Male,4.2,Yes,PR212
Cu213,67,Male,4.2,Yes,PR213
Cu214,30,Male,4.4,Yes,PR214
Cu215,24,Male,4.2,Yes,PR215
Cu216,62,Male,2.8,Yes,PR216
Cu217,43,Male,3.7,Yes,PR217
Cu218,35,Male,3.5,Yes,PR218
Cu219,28,Male,2.9,Yes,PR219
Cu220,32,Male,3,Yes,PR220
Cu221,39,Male,3.7,Yes,PR221
Cu222,28,Male,4.4,Yes,PR222
Cu223,47,Male,4.5,Yes,PR223
Cu224,20,Male,4.8,Yes,PR224
Cu225,63,Male,2.9,Yes,PR225
Cu226,25,Male,3.2,Yes,PR226
Cu227,29,Male,3.3,Yes,PR227
Cu228,50,Male,4.2,Yes,PR228
Cu229,18,Male,2.9,Yes,PR229
Cu230,70,Male,4.6,Yes,PR230
Cu231,66,Male,4.1,Yes,PR231
Cu232,28,Male,3.1,Yes,PR232
Cu233,54,Male,4.2,Yes,PR233
Cu234,19,Male,4.5,Yes,PR234
Cu235,20,Male,3.7,Yes,PR235
Cu236,43,Male,3.7,Yes,PR236
Cu237,38,Male,3.4,Yes,PR237
Cu238,50,Male,3,Yes,PR238
Cu239,64,Male,4.2,Yes,PR239
Cu240,49,Male,2.9,Yes,PR240
Cu241,47,Male,3.5,Yes,PR241
Cu242,36,Male,4.1,Yes,PR242
Cu243,55,Male,4.3,Yes,PR243
Cu244,25,Male,2.8,Yes,PR244
Cu245,53,Male,4.9,Yes,PR245
Cu246,49,Male,3.3,Yes,PR246
Cu247,35,Male,3.2,Yes,PR247
Cu248,29,Male,4.4,Yes,PR248
Cu249,47,Male,4.8,Yes,PR249
Cu250,53,Male,4.2,Yes,PR250
Cu251,33,Male,4,Yes,PR251
Cu252,21,Male,2.5,Yes,PR252
Cu253,32,Male,3.9,Yes,PR253
Cu254,52,Male,4.9,Yes,PR254
Cu255,67,Male,3.5,Yes,PR255
Cu256,43,Male,4.2,Yes,PR256
Cu257,58,Male,4.7,Yes,PR257
Cu258,20,Male,4.5,Yes,PR258
Cu259,61,Male,2.8,Yes,PR259
Cu260,32,Male,2.9,Yes,PR260
Cu261,38,Male,3.2,Yes,PR261
Cu262,21,Male,4.9,Yes,PR262
Cu263,37,Male,3.7,Yes,PR263
Cu264,27,Male,4.3,Yes,PR264
Cu265,36,Male,3.9,Yes,PR265
Cu266,32,Male,3.2,Yes,PR266
Cu267,51,Male,3.1,Yes,PR267
Cu268,64,Male,3.9,Yes,PR268
Cu269,68,Male,2.6,Yes,PR269
Cu270,68,Male,3.3,Yes,PR270
Cu271,33,Male,4.6,Yes,PR271
Cu272,65,Male,4.6,Yes,PR272
Cu273,48,Male,4.4,Yes,PR273
Cu274,69,Male,4.2,Yes,PR274
Cu275,59,Male,3,Yes,PR275
Cu276,48,Male,4,Yes,PR276
Cu277,25,Male,3.5,Yes,PR277
Cu278,29,Male,3,Yes,PR278
Cu279,57,Male,3.7,Yes,PR279
Cu280,23,Male,4,Yes,PR280
Cu281,45,Male,4.2,Yes,PR281
Cu282,38,Male,2.5,Yes,PR282
Cu283,21,Male,3,Yes,PR283
Cu284,32,Male,3.2,Yes,PR284
Cu285,63,Male,3.5,Yes,PR285
Cu286,29,Male,4.8,Yes,PR286
Cu287,27,Male,2.6,Yes,PR287
Cu288,56,Male,3.4,Yes,PR288
Cu289,30,Male,3.7,Yes,PR289
Cu290,49,Male,4.5,Yes,PR290
Cu291,58,Male,3.7,Yes,PR291
Cu292,57,Male,3.3,Yes,PR292
Cu293,60,Male,4.7,Yes,PR293
Cu294,69,Male,2.7,Yes,PR294
Cu295,70,Male,4.6,Yes,PR295
Cu296,53,Male,2.7,Yes,PR296
Cu297,25,Male,4.8,Yes,PR297
Cu298,48,Male,4.4,Yes,PR298
Cu299,69,Male,4,Yes,PR299
Cu300,25,Male,3.2,Yes,PR300
Cu301,29,Male,4.4,Yes,PR301
Cu302,46,Male,3.8,Yes,PR302
Cu303,37,Male,3.6,Yes,PR303
Cu304,20,Male,3.3,Yes,PR304
Cu305,40,Male,3.4,Yes,PR305
Cu306,60,Male,3.5,Yes,PR306
Cu307,26,Male,3.6,Yes,PR307
Cu308,29,Male,3.2,Yes,PR308
Cu309,66,Male,3.7,Yes,PR309
Cu310,66,Male,4.5,Yes,PR310
Cu311,56,Male,4.6,Yes,PR311
Cu312,69,Male,4.1,Yes,PR312
Cu313,38,Male,3.4,Yes,PR313
Cu314,42,Male,3.7,Yes,PR314
Cu315,30,Male,3.3,Yes,PR315
Cu316,66,Male,4.5,Yes,PR316
Cu317,36,Male,3.3,Yes,PR317
Cu318,58,Male,4.3,Yes,PR318
Cu319,45,Male,2.5,Yes,PR319
Cu320,47,Male,2.6,Yes,PR320
Cu321,66,Male,4.9,Yes,PR321
Cu322,41,Male,4.7,Yes,PR322
Cu323,41,Male,3,Yes,PR323
Cu324,66,Male,3.5,Yes,PR324
Cu325,37,Male,4.8,Yes,PR325
Cu326,70,Male,4.3,Yes,PR326
Cu327,62,Male,3.2,Yes,PR327
Cu328,61,Male,3.1,Yes,PR328
Cu329,48,Male,2.8,Yes,PR329
Cu330,70,Male,2.9,Yes,PR330
Cu331,46,Male,3.7,Yes,PR331
Cu332,31,Male,3.3,Yes,PR332
Cu333,19,Male,2.8,Yes,PR333
Cu334,39,Male,4.5,Yes,PR334
Cu335,41,Male,2.6,Yes,PR335
Cu336,20,Male,3.7,Yes,PR336
Cu337,36,Male,4.4,Yes,PR337
Cu338,32,Male,4.3,Yes,PR338
Cu339,69,Male,3.5,Yes,PR339
Cu340,40,Male,3.8,Yes,PR340
Cu341,40,Male,3.5,Yes,PR341
Cu342,20,Male,4.6,Yes,PR342
Cu343,64,Male,2.6,Yes,PR343
Cu344,27,Male,4.4,Yes,PR344
Cu345,24,Male,4,Yes,PR345
Cu346,48,Male,4.4,Yes,PR346
Cu347,49,Male,4.7,Yes,PR347
Cu348,36,Male,3.9,Yes,PR348
Cu349,56,Male,2.7,Yes,PR349
Cu350,37,Male,3.7,Yes,PR350
Cu351,42,Male,2.6,Yes,PR351
Cu352,28,Male,3.9,Yes,PR352
Cu353,27,Male,4.9,Yes,PR353
Cu354,63,Male,4.1,Yes,PR354
Cu355,58,Male,3,Yes,PR355
Cu356,37,Male,4.1,Yes,PR356
Cu357,56,Male,3.8,Yes,PR357
Cu358,18,Male,4,Yes,PR358
Cu359,48,Male,3.6,Yes,PR359
Cu360,31,Male,3,Yes,PR360
Cu361,51,Male,3,Yes,PR361
Cu362,65,Male,2.6,Yes,PR362
Cu363,53,Male,3.4,Yes,PR363
Cu364,55,Male,3.1,Yes,PR364
Cu365,62,Male,3,Yes,PR365
Cu366,55,Male,3.7,Yes,PR366
Cu367,64,Male,3.5,Yes,PR367
Cu368,52,Male,2.8,Yes,PR368
Cu369,24,Male,4.5,Yes,PR369
Cu370,38,Male,3.3,Yes,PR370
Cu371,59,Male,3.4,Yes,PR371
Cu372,27,Male,3.2,Yes,PR372
Cu373,24,Male,3.7,Yes,PR373
Cu374,23,Male,4.6,Yes,PR374
Cu375,69,Male,5,Yes,PR375
Cu376,59,Male,4.4,Yes,PR376
Cu377,51,Male,4.9,Yes,PR377
Cu378,63,Male,4.1,Yes,PR378
Cu379,54,Male,4.9,Yes,PR379
Cu380,32,Male,4.7,Yes,PR380
Cu381,39,Male,3,Yes,PR381
Cu382,66,Male,3.4,Yes,PR382
Cu383,28,Male,3.2,Yes,PR383
Cu384,50,Male,2.9,Yes,PR384
Cu385,70,Male,4.5,Yes,PR385
Cu386,67,Male,2.7,Yes,PR386
Cu387,64,Male,3.4,Yes,PR387
Cu388,45,Male,4.6,Yes,PR388
Cu389,22,Male,2.7,Yes,PR389
Cu390,27,Male,4.2,Yes,PR390
Cu391,25,Male,3.2,Yes,PR391
Cu392,37,Male,4.8,Yes,PR392
Cu393,26,Male,3.3,Yes,PR393
Cu394,33,Male,4.2,Yes,PR394
Cu395,43,Male,4.8,Yes,PR395
Cu396,37,Male,4.9,Yes,PR396
Cu397,46,Male,3.9,Yes,PR397
Cu398,22,Male,3,Yes,PR398
Cu399,20,Male,4.6,Yes,PR399
Cu400,60,Male,3.5,Yes,PR400
Cu401,39,Male,4.8,Yes,PR401
Cu402,43,Male,4.8,Yes,PR402
Cu403,31,Male,3,Yes,PR403
Cu404,19,Male,4.5,Yes,PR404
Cu405,35,Male,4.8,Yes,PR405
Cu406,41,Male,3.8,Yes,PR406
Cu407,52,Male,4.6,Yes,PR407
Cu408,45,Male,3.1,Yes,PR408
Cu409,34,Male,3.4,Yes,PR409
Cu410,35,Male,3.3,Yes,PR410
Cu411,29,Male,4.8,Yes,PR411
Cu412,59,Male,2.8,Yes,PR412
Cu413,24,Male,3.1,Yes,PR413
Cu414,70,Male,4.6,Yes,PR414
Cu415,29,Male,2.6,Yes,PR415
Cu416,67,Male,2.6,Yes,PR416
Cu417,36,Male,3.8,Yes,PR417
Cu418,23,Male,4.5,Yes,PR418
Cu419,18,Male,3,Yes,PR419
Cu420,53,Male,3.5,Yes,PR420
Cu421,32,Male,3.8,Yes,PR421
Cu422,38,Male,3.5,Yes,PR422
Cu423,47,Male,3.1,Yes,PR423
Cu424,46,Male,3,Yes,PR424
Cu425,66,Male,4.3,Yes,PR425
Cu426,40,Male,3.3,Yes,PR426
Cu427,43,Male,4.7,Yes,PR427
Cu428,58,Male,4.5,Yes,PR428
Cu429,21,Male,2.9,Yes,PR429
Cu430,42,Male,4.1,Yes,PR430
Cu431,24,Male,3.5,Yes,PR431
Cu432,43,Male,3.4,Yes,PR432
Cu433,47,Male,3.3,Yes,PR433
Cu434,49,Male,3.2,Yes,PR434
Cu435,50,Male,4,Yes,PR435
Cu436,51,Male,3.6,Yes,PR436
Cu437,40,Male,4.6,Yes,PR437
Cu438,45,Male,2.6,Yes,PR438
Cu439,52,Male,4.3,Yes,PR439
Cu440,62,Male,3.4,Yes,PR440
Cu441,20,Male,3.5,Yes,PR441
Cu442,43,Male,4.2,Yes,PR442
Cu443,29,Male,3.5,Yes,PR443
Cu444,22,Male,3.6,Yes,PR444
Cu445,48,Male,4.3,Yes,PR445
Cu446,42,Male,4.9,Yes,PR446
Cu447,19,Male,4.1,Yes,PR447
Cu448,60,Male,3.6,Yes,PR448
Cu449,32,Male,3.4,Yes,PR449
Cu450,26,Male,2.9,Yes,PR450
Cu451,25,Male,2.7,Yes,PR451
Cu452,66,Male,4.3,Yes,PR452
Cu453,45,Male,3.3,Yes,PR453
Cu454,54,Male,2.8,Yes,PR454
Cu455,37,Male,3.2,Yes,PR455
Cu456,54,Male,3.6,Yes,PR456
Cu457,50,Male,4,Yes,PR457
Cu458,25,Male,4.9,Yes,PR458
Cu459,47,Male,4,Yes,PR459
Cu460,63,Male,3.8,Yes,PR460
Cu461,64,Male,3.7,Yes,PR461
Cu462,18,Male,3.9,Yes,PR462
Cu463,59,Male,3.3,Yes,PR463
Cu464,37,Male,2.7,Yes,PR464
Cu465,23,Male,4.7,Yes,PR465
Cu466,54,Male,2.8,Yes,PR466
Cu467,38,Male,4.6,Yes,PR467
Cu468,19,Male,4.5,Yes,PR468
Cu469,34,Male,5,Yes,PR469
Cu470,21,Male,4.1,Yes,PR470
Cu471,50,Male,4.6,Yes,PR471
Cu472,55,Male,4.9,Yes,PR472
Cu473,20,Male,3.9,Yes,PR473
Cu474,34,Male,3.9,Yes,PR474
Cu475,62,Male,2.6,Yes,PR475
Cu476,21,Male,2.7,Yes,PR476
Cu477,21,Male,3.5,Yes,PR477
Cu478,42,Male,3.7,Yes,PR478
Cu479,35,Male,3.2,Yes,PR479
Cu480,39,Male,3.3,Yes,PR480
Cu481,68,Male,4.8,Yes,PR481
Cu482,46,Male,3.2,Yes,PR482
Cu483,41,Male,2.5,Yes,PR483
Cu484,23,Male,3.9,Yes,PR484
Cu485,68,Male,4.7,Yes,PR485
Cu486,48,Male,2.6,Yes,PR486
Cu487,38,Male,2.8,Yes,PR487
Cu488,41,Male,4.4,Yes,PR488
Cu489,58,Male,4.6,Yes,PR489
Cu490,49,Male,3.2,Yes,PR490
Cu491,57,Male,4.2,Yes,PR491
Cu492,49,Male,3.7,Yes,PR492
Cu493,50,Male,3.9,Yes,PR493
Cu494,28,Male,4.7,Yes,PR494
Cu495,38,Male,4.5,Yes,PR495
Cu496,33,Male,3.3,Yes,PR496
Cu497,30,Male,3.3,Yes,PR497
Cu498,43,Male,4.6,Yes,PR498
Cu499,43,Male,3.6,Yes,PR499
Cu500,36,Male,4.8,Yes,PR500
Cu501,36,Male,4.8,Yes,PR501
Cu502,64,Male,2.9,Yes,PR502
Cu503,59,Male,2.8,Yes,PR503
Cu504,55,Male,3.2,Yes,PR504
Cu505,42,Male,3.9,Yes,PR505
Cu506,61,Male,4.3,Yes,PR506
Cu507,28,Male,2.7,Yes,PR507
Cu508,65,Male,5,Yes,PR508
Cu509,27,Male,3.7,Yes,PR509
Cu510,41,Male,3.9,Yes,PR510
Cu511,21,Male,3.9,Yes,PR511
Cu512,61,Male,3.1,Yes,PR512
Cu513,19,Male,3.3,Yes,PR513
Cu514,22,Male,3.6,Yes,PR514
Cu515,64,Male,4.3,Yes,PR515
Cu516,28,Male,4.5,Yes,PR516
Cu517,34,Male,2.8,Yes,PR517
Cu518,61,Male,2.7,Yes,PR518
Cu519,24,Male,2.9,Yes,PR519
Cu520,19,Male,4.4,Yes,PR520
Cu521,51,Male,3.9,Yes,PR521
Cu522,36,Male,3.5,Yes,PR522
Cu523,65,Male,2.5,Yes,PR523
Cu524,46,Male,4.9,Yes,PR524
Cu525,59,Male,4.8,Yes,PR525
Cu526,51,Male,3.2,Yes,PR526
Cu527,51,Male,4.9,Yes,PR527
Cu528,21,Male,4.3,Yes,PR528
Cu529,34,Male,3.2,Yes,PR529
Cu530,32,Male,3.7,Yes,PR530
Cu531,48,Male,3.2,Yes,PR531
Cu532,50,Male,3.4,Yes,PR532
Cu533,26,Male,4.1,Yes,PR533
Cu534,57,Male,4.5,Yes,PR534
Cu535,65,Male,4.5,Yes,PR535
Cu536,56,Male,3.2,Yes,PR536
Cu537,44,Male,4.4,Yes,PR537
Cu538,50,Male,3,Yes,PR538
Cu539,27,Male,3.2,Yes,PR539
Cu540,49,Male,4,Yes,PR540
Cu541,49,Male,3.1,Yes,PR541
Cu542,52,Male,2.8,Yes,PR542
Cu543,27,Male,4.6,Yes,PR543
Cu544,53,Male,4.3,Yes,PR544
Cu545,34,Male,3.3,Yes,PR545
Cu546,33,Male,3.5,Yes,PR546
Cu547,62,Male,3.4,Yes,PR547
Cu548,38,Male,2.8,Yes,PR548
Cu549,36,Male,4.6,Yes,PR549
Cu550,31,Male,3.6,Yes,PR550
Cu551,62,Male,3.3,Yes,PR551
Cu552,29,Male,3.1,Yes,PR552
Cu553,24,Male,3.5,Yes,PR553
Cu554,63,Male,3.2,Yes,PR554
Cu555,56,Male,3,Yes,PR555
Cu556,63,Male,4.8,Yes,PR556
Cu557,40,Male,5,Yes,PR557
Cu558,18,Male,2.9,Yes,PR558
Cu559,50,Male,3.2,Yes,PR559
Cu560,66,Male,2.9,Yes,PR560
Cu561,25,Male,3.3,Yes,PR561
Cu562,65,Male,2.6,Yes,PR562
Cu563,53,Male,3.5,Yes,PR563
Cu564,61,Male,4.4,Yes,PR564
Cu565,67,Male,3.4,Yes,PR565
Cu566,59,Male,4.2,Yes,PR566
Cu567,55,Male,3.6,Yes,PR567
Cu568,21,Male,3,Yes,PR568
Cu569,44,Male,4,Yes,PR569
Cu570,65,Male,4.4,Yes,PR570
Cu571,65,Male,4.1,Yes,PR571
Cu572,54,Male,3.6,Yes,PR572
Cu573,56,Male,4.6,Yes,PR573
Cu574,58,Male,3.2,Yes,PR574
Cu575,54,Male,4.8,Yes,PR575
Cu576,58,Male,4.8,Yes,PR576
Cu577,48,Male,5,Yes,PR577
Cu578,19,Male,3.7,Yes,PR578
Cu579,69,Male,4.6,Yes,PR579
Cu580,58,Male,3.7,Yes,PR580
Cu581,49,Male,4.1,Yes,PR581
Cu582,32,Male,2.7,Yes,PR582
Cu583,40,Male,4.9,Yes,PR583
Cu584,25,Male,4,Yes,PR584
Cu585,70,Male,4.7,Yes,PR585
Cu586,69,Male,2.8,Yes,PR586
Cu587,45,Male,4.9,Yes,PR587
Cu588,29,Male,4.2,Yes,PR588
Cu589,47,Male,3,Yes,PR589
Cu590,28,Male,3.4,Yes,PR590
Cu591,64,Male,4.6,Yes,PR591
Cu592,47,Male,4.2,Yes,PR592
Cu593,60,Male,3.2,Yes,PR593
Cu594,67,Male,4.4,Yes,PR594
Cu595,35,Male,2.5,Yes,PR595
Cu596,30,Male,3.6,Yes,PR596
Cu597,23,Male,4.5,Yes,PR597
Cu598,70,Male,3.4,Yes,PR598
Cu599,21,Male,3.2,Yes,PR599
Cu600,51,Male,4.2,Yes,PR600
Cu601,22,Male,5,Yes,PR601
Cu602,32,Male,4.7,Yes,PR602
Cu603,37,Male,4.2,Yes,PR603
Cu604,31,Male,3.4,Yes,PR604
Cu605,44,Male,4.4,Yes,PR605
Cu606,40,Male,4.2,Yes,PR606
Cu607,27,Male,4.5,Yes,PR607
Cu608,47,Male,2.8,Yes,PR608
Cu609,41,Male,3.3,Yes,PR609
Cu610,51,Male,4.6,Yes,PR610
Cu611,53,Male,2.5,Yes,PR611
Cu612,43,Male,4.7,Yes,PR612
Cu613,67,Male,4.6,Yes,PR613
Cu614,61,Male,2.6,Yes,PR614
Cu615,68,Male,4,Yes,PR615
Cu616,67,Male,2.6,Yes,PR616
Cu617,29,Male,4.6,Yes,PR617
Cu618,50,Male,2.6,Yes,PR618
Cu619,61,Male,4,Yes,PR619
Cu620,19,Male,4.6,Yes,PR620
Cu621,33,Male,3.7,Yes,PR621
Cu622,51,Male,4.4,Yes,PR622
Cu623,69,Male,4,Yes,PR623
Cu624,19,Male,4.7,Yes,PR624
Cu625,55,Male,3.4,Yes,PR625
Cu626,49,Male,4,Yes,PR626
Cu627,31,Male,3.9,Yes,PR627
Cu628,42,Male,4.1,Yes,PR628
Cu629,69,Male,3.7,Yes,PR629
Cu630,26,Male,4.7,Yes,PR630
Cu631,41,Male,4.3,Yes,PR631
Cu632,55,Male,4.1,Yes,PR632
Cu633,35,Male,3.9,Yes,PR633
Cu634,66,Male,2.9,Yes,PR634
Cu635,36,Male,3.9,Yes,PR635
Cu636,27,Male,4.3,Yes,PR636
Cu637,41,Male,2.8,Yes,PR637
Cu638,21,Male,3.4,Yes,PR638
Cu639,53,Male,2.7,Yes,PR639
